ts_utc,elapsed_s,rss_total_kb,rss_n1_kb,rss_n2_kb,rss_n3_kb,heap_used_total_kb,fd_total,fd_n1,fd_n2,fd_n3,threads_total,gc_cycles_total,gc_cumsec_total,commit_p50_us,commit_p99_us,committed,rejected
2026-07-23T21:34:15Z,50127,2463740,753956,1235872,473912,387663,144,49,47,48,114,3650,184.517,2843,4471,3000,0
2026-07-23T21:34:46Z,50158,2463740,753956,1235872,473912,438863,144,49,47,48,114,3652,184.638,2847,4551,3000,0
2026-07-23T21:35:17Z,50189,2463740,753956,1235872,473912,373327,144,49,47,48,114,3653,184.692,2679,4339,3000,0
2026-07-23T21:35:49Z,50221,2463740,753956,1235872,473912,373327,144,49,47,48,114,3654,184.745,2823,4379,3000,0
2026-07-23T21:36:20Z,50252,2463740,753956,1235872,473912,385615,144,49,47,48,114,3655,184.796,2849,4479,3000,0
2026-07-23T21:36:51Z,50283,2463740,753956,1235872,473912,504399,144,49,47,48,114,3656,184.847,2669,4759,3000,0
2026-07-23T21:37:23Z,50315,2463740,753956,1235872,473912,373327,144,49,47,48,114,3657,184.907,2729,4359,3000,0
2026-07-23T21:37:54Z,50346,2463740,753956,1235872,473912,373327,144,49,47,48,114,3658,184.963,2861,4419,3000,0
2026-07-23T21:38:25Z,50377,2463740,753956,1235872,473912,471631,144,49,47,48,114,3660,185.084,2835,4471,3000,0
2026-07-23T21:38:57Z,50409,2463740,753956,1235872,473912,373327,144,49,47,48,114,3661,185.142,2729,4703,3000,0
2026-07-23T21:39:28Z,50440,2463740,753956,1235872,473912,373327,144,49,47,48,114,3662,185.200,2881,4475,3000,0
2026-07-23T21:39:59Z,50471,2463740,753956,1235872,473912,447055,144,49,47,48,114,3663,185.273,2811,4575,3000,0
2026-07-23T21:40:31Z,50503,2463740,753956,1235872,473912,434767,144,49,47,48,114,3664,185.331,2793,4247,3000,0
2026-07-23T21:41:02Z,50534,2463740,753956,1235872,473912,373327,144,49,47,48,114,3665,185.391,2721,4395,3000,0
2026-07-23T21:41:33Z,50565,2463740,753956,1235872,473912,381519,144,49,47,48,114,3666,185.449,2921,4423,3000,0
2026-07-23T21:42:05Z,50597,2463740,753956,1235872,473912,551503,144,49,47,48,114,3667,185.511,2587,4391,3000,0
2026-07-23T21:42:36Z,50628,2463740,753956,1235872,473912,387663,144,49,47,48,114,3668,185.567,2653,4287,3000,0
2026-07-23T21:43:08Z,50660,2463740,753956,1235872,473912,387663,144,49,47,48,114,3669,185.624,2755,4319,3000,0
2026-07-23T21:43:39Z,50691,2463740,753956,1235872,473912,451151,144,49,47,48,114,3671,185.728,2839,4347,3000,0
2026-07-23T21:44:10Z,50722,2463740,753956,1235872,473912,383567,144,49,47,48,114,3672,185.784,2679,4267,3000,0
2026-07-23T21:44:42Z,50754,2463740,753956,1235872,473912,395855,144,49,47,48,114,3673,185.841,2867,4323,3000,0
2026-07-23T21:45:13Z,50785,2463740,753956,1235872,473912,387663,144,49,47,48,114,3674,185.899,2731,4739,3000,0
2026-07-23T21:45:44Z,50816,2463740,753956,1235872,473912,377423,144,49,47,48,114,3675,185.955,2779,4319,3000,0
2026-07-23T21:46:16Z,50848,2463740,753956,1235872,473912,389711,144,49,47,48,114,3676,186.015,2805,4403,3000,0
2026-07-23T21:46:47Z,50879,2463740,753956,1235872,473912,387663,144,49,47,48,114,3677,186.070,2879,4491,3000,0
2026-07-23T21:47:18Z,50910,2463748,753956,1235880,473912,367192,144,49,47,48,114,3679,186.186,2647,4403,3000,0
2026-07-23T21:47:50Z,50942,2463748,753956,1235880,473912,383576,144,49,47,48,114,3680,186.243,2703,4287,3000,0
2026-07-23T21:48:21Z,50973,2463748,753956,1235880,473912,391768,144,49,47,48,114,3681,186.298,2817,4315,3000,0
2026-07-23T21:48:53Z,51005,2463748,753956,1235880,473912,516696,144,49,47,48,114,3682,186.365,2767,4295,3000,0
2026-07-23T21:49:24Z,51036,2463748,753956,1235880,473912,373336,144,49,47,48,114,3683,186.417,2717,4303,3000,0
2026-07-23T21:49:55Z,51067,2463748,753956,1235880,473912,377432,144,49,47,48,114,3684,186.472,2731,4367,3000,0
2026-07-23T21:50:27Z,51099,2463748,753956,1235880,473912,440920,144,49,47,48,114,3685,186.521,2793,4643,3000,0
2026-07-23T21:50:58Z,51130,2463748,753956,1235880,473912,438872,144,49,47,48,114,3686,186.573,2663,4179,3000,0
2026-07-23T21:51:29Z,51161,2463748,753956,1235880,473912,375384,144,49,47,48,114,3687,186.627,2775,4415,3000,0
2026-07-23T21:52:01Z,51193,2463748,753956,1235880,473912,381528,144,49,47,48,114,3689,186.746,2949,4475,3000,0
2026-07-23T21:52:32Z,51224,2463748,753956,1235880,473912,377432,144,49,47,48,114,3690,186.803,2589,4387,3000,0
2026-07-23T21:53:03Z,51255,2463748,753956,1235880,473912,383576,144,49,47,48,114,3691,186.856,2585,4735,3000,0
2026-07-23T21:53:35Z,51287,2463748,753956,1235880,473912,385624,144,49,47,48,114,3692,186.908,2647,4951,3000,0
2026-07-23T21:54:06Z,51318,2463748,753956,1235880,473912,373336,144,49,47,48,114,3693,186.964,2571,4053,3000,0
2026-07-23T21:54:38Z,51350,2463748,753956,1235880,473912,379480,144,49,47,48,114,3694,187.017,2549,4735,3000,0
2026-07-23T21:55:09Z,51381,2463748,753956,1235880,473912,385624,144,49,47,48,114,3695,187.073,2563,4001,3000,0
2026-07-23T21:55:40Z,51412,2463748,753956,1235880,473912,440920,144,49,47,48,114,3697,187.180,2615,4431,3000,0
2026-07-23T21:56:12Z,51444,2463748,753956,1235880,473912,367192,144,49,47,48,114,3698,187.230,2515,3933,3000,0
2026-07-23T21:56:43Z,51475,2463748,753956,1235880,473912,371288,144,49,47,48,114,3699,187.284,2547,4067,3000,0
2026-07-23T21:57:14Z,51506,2463748,753956,1235880,473912,383576,144,49,47,48,114,3700,187.344,2595,4055,3000,0
2026-07-23T21:57:46Z,51538,2463748,753956,1235880,473912,432728,144,49,47,48,114,3701,187.398,2513,4107,3000,0
2026-07-23T21:58:17Z,51569,2463748,753956,1235880,473912,381528,144,49,47,48,114,3702,187.456,2683,4151,3000,0
2026-07-23T21:58:48Z,51600,2463748,753956,1235880,473912,375384,144,49,47,48,114,3703,187.509,2645,4159,3000,0
2026-07-23T21:59:20Z,51632,2463748,753956,1235880,473912,377432,144,49,47,48,114,3705,187.617,2689,4387,3000,0
2026-07-23T21:59:51Z,51663,2463748,753956,1235880,473912,381528,144,49,47,48,114,3706,187.676,2605,4267,3000,0
2026-07-23T22:00:22Z,51694,2463748,753956,1235880,473912,387672,144,49,47,48,114,3707,187.734,2643,4127,3000,0
2026-07-23T22:00:54Z,51726,2463748,753956,1235880,473912,440920,144,49,47,48,114,3708,187.792,2711,4683,3000,0
2026-07-23T22:01:25Z,51757,2463748,753956,1235880,473912,432728,144,49,47,48,114,3709,187.851,2827,4255,3000,0
2026-07-23T22:01:56Z,51788,2463748,753956,1235880,473912,369240,144,49,47,48,114,3710,187.907,2815,4523,3000,0
2026-07-23T22:02:28Z,51820,2463748,753956,1235880,473912,387672,144,49,47,48,114,3711,187.962,2951,4579,3000,0
2026-07-23T22:02:59Z,51851,2463748,753956,1235880,473912,510552,144,49,47,48,114,3712,188.034,2935,4639,3000,0
2026-07-23T22:03:31Z,51883,2463748,753956,1235880,473912,367192,144,49,47,48,114,3713,188.089,2775,4419,3000,0
2026-07-23T22:04:02Z,51914,2463748,753956,1235880,473912,371288,144,49,47,48,114,3714,188.142,2697,4283,3000,0
2026-07-23T22:04:33Z,51945,2463748,753956,1235880,473912,432728,144,49,47,48,114,3716,188.248,2643,4379,3000,0
2026-07-23T22:05:05Z,51977,2463748,753956,1235880,473912,365144,144,49,47,48,114,3717,188.301,2709,4235,3000,0
2026-07-23T22:05:36Z,52008,2463748,753956,1235880,473912,385624,144,49,47,48,114,3718,188.361,2991,9159,3000,0
2026-07-23T22:06:07Z,52039,2463748,753956,1235880,473912,520792,144,49,47,48,114,3719,188.416,2897,4547,3000,0
2026-07-23T22:06:39Z,52071,2463748,753956,1235880,473912,512600,144,49,47,48,114,3720,188.471,2711,4191,3000,0
2026-07-23T22:07:10Z,52102,2463748,753956,1235880,473912,375384,144,49,47,48,114,3721,188.529,2761,4411,3000,0
2026-07-23T22:07:41Z,52133,2463748,753956,1235880,473912,383576,144,49,47,48,114,3722,188.587,2871,4651,3000,0
2026-07-23T22:08:13Z,52165,2463748,753956,1235880,473912,369240,144,49,47,48,114,3724,188.696,2689,4279,3000,0
2026-07-23T22:08:44Z,52196,2463748,753956,1235880,473912,373336,144,49,47,48,114,3725,188.757,2861,4671,3000,0
2026-07-23T22:09:15Z,52227,2463748,753956,1235880,473912,397912,144,49,47,48,114,3726,188.820,2845,4395,3000,0
2026-07-23T22:09:47Z,52259,2463748,753956,1235880,473912,438873,144,49,47,48,114,3727,188.889,3165,4943,3000,0
2026-07-23T22:10:18Z,52290,2463748,753956,1235880,473912,371289,144,49,47,48,114,3728,188.943,3171,4763,3000,0
2026-07-23T22:10:50Z,52322,2463748,753956,1235880,473912,365145,144,49,47,48,114,3729,188.999,3203,4895,3000,0
2026-07-23T22:11:21Z,52353,2463748,753956,1235880,473912,377433,144,49,47,48,114,3730,189.067,3165,5011,3000,0
2026-07-23T22:11:52Z,52384,2463748,753956,1235880,473912,379481,144,49,47,48,114,3732,189.180,2955,4659,3000,0
2026-07-23T22:12:24Z,52416,2463748,753956,1235880,473912,383577,144,49,47,48,114,3733,189.247,3007,4687,3000,0
2026-07-23T22:12:55Z,52447,2463760,753956,1235892,473912,404057,144,49,47,48,114,3734,189.307,3061,4719,3000,0
2026-07-23T22:13:27Z,52479,2463760,753956,1235892,473912,377433,144,49,47,48,114,3735,189.364,2905,4719,3000,0
2026-07-23T22:13:58Z,52510,2463760,753956,1235892,473912,381529,144,49,47,48,114,3736,189.419,2795,4747,3000,0
2026-07-23T22:14:29Z,52541,2463760,753956,1235892,473912,393817,144,49,47,48,114,3737,189.476,2943,4783,3000,0
2026-07-23T22:15:01Z,52573,2463760,753956,1235892,473912,383577,144,49,47,48,114,3738,189.537,3061,4943,3000,0
2026-07-23T22:15:32Z,52604,2463760,753956,1235892,473912,387673,144,49,47,48,114,3739,189.599,2961,5259,3000,0
2026-07-23T22:16:03Z,52635,2463760,753956,1235892,473912,381529,144,49,47,48,114,3740,189.661,3159,4799,3000,0
2026-07-23T22:16:35Z,52667,2463760,753956,1235892,473912,436825,144,49,47,48,114,3742,189.786,3203,5767,3000,0
2026-07-23T22:17:06Z,52698,2463760,753956,1235892,473912,365145,144,49,47,48,114,3743,189.844,2969,4631,3000,0
2026-07-23T22:17:38Z,52730,2463760,753956,1235892,473912,383577,144,49,47,48,114,3744,189.899,3037,5083,3000,0
2026-07-23T22:18:09Z,52761,2463760,753956,1235892,473912,395865,144,49,47,48,114,3745,189.953,3005,4607,3000,0
2026-07-23T22:18:40Z,52792,2463760,753956,1235892,473912,434777,144,49,47,48,114,3746,190.005,2969,5119,3000,0
2026-07-23T22:19:12Z,52824,2463760,753956,1235892,473912,381529,144,49,47,48,114,3747,190.061,2755,4471,3000,0
2026-07-23T22:19:43Z,52855,2463760,753956,1235892,473912,385625,144,49,47,48,114,3748,190.117,2827,4575,3000,0
2026-07-23T22:20:15Z,52887,2463760,753956,1235892,473912,445017,144,49,47,48,114,3750,190.233,3067,4615,3000,0
2026-07-23T22:20:46Z,52918,2463760,753956,1235892,473912,377433,144,49,47,48,114,3751,190.291,2657,4395,3000,0
2026-07-23T22:21:17Z,52949,2463760,753956,1235892,473912,387673,144,49,47,48,114,3752,190.348,3049,4619,3000,0
2026-07-23T22:21:49Z,52981,2463760,753956,1235892,473912,453209,144,49,47,48,114,3753,190.409,3269,5155,3000,0
2026-07-23T22:22:20Z,53012,2463760,753956,1235892,473912,449113,144,49,47,48,114,3754,190.462,2807,4191,3000,0
2026-07-23T22:22:51Z,53043,2463760,753956,1235892,473912,385625,144,49,47,48,114,3755,190.519,2893,4487,3000,0
2026-07-23T22:23:23Z,53075,2463760,753956,1235892,473912,395865,144,49,47,48,114,3756,190.595,2699,4423,3000,0
2026-07-23T22:23:54Z,53106,2463760,753956,1235892,473912,510553,144,49,47,48,114,3757,190.654,2719,4395,3000,0
2026-07-23T22:24:26Z,53138,2463760,753956,1235892,473912,387673,144,49,47,48,114,3758,190.713,2931,4763,3000,0
2026-07-23T22:24:57Z,53169,2463760,753956,1235892,473912,377433,144,49,47,48,114,3759,190.772,3367,5195,3000,0
2026-07-23T22:25:28Z,53200,2463760,753956,1235892,473912,442969,144,49,47,48,114,3761,190.877,3079,4991,3000,0
2026-07-23T22:26:00Z,53232,2463760,753956,1235892,473912,379481,144,49,47,48,114,3762,190.937,2949,4583,3000,0
2026-07-23T22:26:31Z,53263,2463760,753956,1235892,473912,385625,144,49,47,48,114,3763,190.999,2995,4763,3000,0
2026-07-23T22:27:02Z,53294,2463760,753956,1235892,473912,377433,144,49,47,48,114,3764,191.056,2691,4367,3000,0
2026-07-23T22:27:34Z,53326,2463760,753956,1235892,473912,369241,144,49,47,48,114,3765,191.124,2971,4511,3000,0
2026-07-23T22:28:05Z,53357,2463760,753956,1235892,473912,385625,144,49,47,48,114,3766,191.184,3087,4879,3000,0
2026-07-23T22:28:36Z,53388,2463760,753956,1235892,473912,385625,144,49,47,48,114,3767,191.240,3041,4911,3000,0
2026-07-23T22:29:08Z,53420,2463760,753956,1235892,473912,440921,144,49,47,48,114,3769,191.360,3069,5307,3000,0
2026-07-23T22:29:39Z,53451,2463760,753956,1235892,473912,383577,144,49,47,48,114,3770,191.418,3095,4715,3000,0
2026-07-23T22:30:11Z,53483,2463760,753956,1235892,473912,377433,144,49,47,48,114,3771,191.475,3087,4911,3000,0
2026-07-23T22:30:42Z,53514,2463760,753956,1235892,473912,469593,144,49,47,48,114,3772,191.553,3467,5343,3000,0
2026-07-23T22:31:13Z,53545,2463760,753956,1235892,473912,371289,144,49,47,48,114,3773,191.610,3005,4891,3000,0
2026-07-23T22:31:45Z,53577,2463760,753956,1235892,473912,385625,144,49,47,48,114,3774,191.664,3085,4623,3000,0
2026-07-23T22:32:16Z,53608,2463764,753956,1235896,473912,510554,144,49,47,48,114,3775,191.714,3045,4815,3000,0
2026-07-23T22:32:48Z,53640,2463764,753956,1235896,473912,516698,144,49,47,48,114,3776,191.766,2755,4259,3000,0
2026-07-23T22:33:19Z,53671,2463764,753956,1235896,473912,379482,144,49,47,48,114,3778,191.878,2981,4611,3000,0
2026-07-23T22:33:50Z,53702,2463764,753956,1235896,473912,404058,144,49,47,48,114,3779,191.938,3083,5299,3000,0
2026-07-23T22:34:22Z,53734,2463764,753956,1235896,473912,440922,144,49,47,48,114,3780,191.993,2879,4547,3000,0
2026-07-23T22:34:53Z,53765,2463764,753956,1235896,473912,379482,144,49,47,48,114,3781,192.055,3059,4767,3000,0
2026-07-23T22:35:24Z,53796,2463764,753956,1235896,473912,383578,144,49,47,48,114,3782,192.120,2977,4647,3000,0
2026-07-23T22:35:56Z,53828,2463764,753956,1235896,473912,445018,144,49,47,48,114,3783,192.181,3045,4779,3000,0
2026-07-23T22:36:27Z,53859,2463764,753956,1235896,473912,377434,144,49,47,48,114,3784,192.241,2807,4535,3000,0
2026-07-23T22:36:59Z,53891,2463764,753956,1235896,473912,383578,144,49,47,48,114,3785,192.302,2849,4631,3000,0
2026-07-23T22:37:30Z,53922,2463764,753956,1235896,473912,436826,144,49,47,48,114,3787,192.424,2985,4675,3000,0
2026-07-23T22:38:01Z,53953,2463764,753956,1235896,473912,367194,144,49,47,48,114,3788,192.481,2923,4403,3000,0
2026-07-23T22:38:33Z,53985,2463764,753956,1235896,473912,373338,144,49,47,48,114,3789,192.537,2953,4487,3000,0
2026-07-23T22:39:04Z,54016,2463764,753956,1235896,473912,389722,144,49,47,48,114,3790,192.591,3077,4719,3000,0
2026-07-23T22:39:35Z,54047,2463764,753956,1235896,473912,445020,144,49,47,48,114,3791,192.644,3031,4563,3000,0
2026-07-23T22:40:07Z,54079,2463764,753956,1235896,473912,383580,144,49,47,48,114,3792,192.711,3259,5051,3000,0
2026-07-23T22:40:38Z,54110,2463764,753956,1235896,473912,389724,144,49,47,48,114,3793,192.772,3205,4731,3000,0
2026-07-23T22:41:10Z,54142,2463764,753956,1235896,473912,447068,144,49,47,48,114,3795,192.898,3247,5171,3000,0
2026-07-23T22:41:41Z,54173,2463764,753956,1235896,473912,371292,144,49,47,48,114,3796,192.954,2939,5443,3000,0
2026-07-23T22:42:12Z,54204,2463764,753956,1235896,473912,375388,144,49,47,48,114,3797,193.007,2683,4243,3000,0
2026-07-23T22:42:44Z,54236,2463764,753956,1235896,473912,414300,144,49,47,48,114,3798,193.065,2977,5411,3000,0
2026-07-23T22:43:15Z,54267,2463764,753956,1235896,473912,402012,144,49,47,48,114,3799,193.114,2711,4583,3000,0
2026-07-23T22:43:46Z,54298,2463764,753956,1235896,473912,383580,144,49,47,48,114,3800,193.168,2749,4475,3000,0
2026-07-23T22:44:18Z,54330,2463764,753956,1235896,473912,385628,144,49,47,48,114,3801,193.221,2997,4587,3000,0
2026-07-23T22:44:49Z,54361,2463764,753956,1235896,473912,508508,144,49,47,48,114,3802,193.282,2691,4455,3000,0
2026-07-23T22:45:20Z,54392,2463764,753956,1235896,473912,369244,144,49,47,48,114,3803,193.336,2775,4455,3000,0
2026-07-23T22:45:52Z,54424,2463764,753956,1235896,473912,365148,144,49,47,48,114,3804,193.392,2921,4503,3000,0
2026-07-23T22:46:23Z,54455,2463764,753956,1235896,473912,442972,144,49,47,48,114,3806,193.494,3011,4551,3000,0
2026-07-23T22:46:54Z,54486,2463764,753956,1235896,473912,377436,144,49,47,48,114,3807,193.549,2719,4251,3000,0
2026-07-23T22:47:26Z,54518,2463764,753956,1235896,473912,383580,144,49,47,48,114,3808,193.604,2909,4431,3000,0
2026-07-23T22:47:57Z,54549,2463764,753956,1235896,473912,518748,144,49,47,48,114,3809,193.663,2813,4707,3000,0
2026-07-23T22:48:29Z,54581,2463764,753956,1235896,473912,520796,144,49,47,48,114,3810,193.722,2777,4387,3000,0
2026-07-23T22:49:00Z,54612,2463764,753956,1235896,473912,385628,144,49,47,48,114,3811,193.782,3071,4519,3000,0
2026-07-23T22:49:31Z,54643,2463764,753956,1235896,473912,379484,144,49,47,48,114,3812,193.846,3115,5063,3000,0
2026-07-23T22:50:03Z,54675,2463764,753956,1235896,473912,512604,144,49,47,48,114,3814,193.970,2957,4611,3000,0
2026-07-23T22:50:34Z,54706,2463764,753956,1235896,473912,381532,144,49,47,48,114,3815,194.035,2987,4863,3000,0
2026-07-23T22:51:05Z,54737,2463764,753956,1235896,473912,377436,144,49,47,48,114,3816,194.100,3007,5167,3000,0
2026-07-23T22:51:37Z,54769,2463764,753956,1235896,473912,567900,144,49,47,48,114,3817,194.173,2799,4563,3000,0
2026-07-23T22:52:08Z,54800,2463764,753956,1235896,473912,365148,144,49,47,48,114,3818,194.228,2795,4551,3000,0
2026-07-23T22:52:40Z,54832,2463764,753956,1235896,473912,369244,144,49,47,48,114,3819,194.283,2801,4675,3000,0
2026-07-23T22:53:11Z,54863,2463764,753956,1235896,473912,432732,144,49,47,48,114,3820,194.335,2761,4391,3000,0
2026-07-23T22:53:42Z,54894,2463764,753956,1235896,473912,432732,144,49,47,48,114,3822,194.444,2727,4227,3000,0
2026-07-23T22:54:14Z,54926,2463764,753956,1235896,473912,371292,144,49,47,48,114,3823,194.501,2607,4255,3000,0
2026-07-23T22:54:45Z,54957,2463764,753956,1235896,473912,397916,144,49,47,48,114,3824,194.560,2629,4085,3000,0
2026-07-23T22:55:16Z,54988,2463764,753956,1235896,473912,449116,144,49,47,48,114,3825,194.614,2517,4403,3000,0
2026-07-23T22:55:48Z,55020,2463764,753956,1235896,473912,369244,144,49,47,48,114,3826,194.670,2587,4007,3000,0
2026-07-23T22:56:19Z,55051,2463764,753956,1235896,473912,393820,144,49,47,48,114,3827,194.726,2635,4431,3000,0
2026-07-23T22:56:50Z,55082,2463764,753956,1235896,473912,438877,144,49,47,48,114,3828,194.783,2627,4175,3000,0
2026-07-23T22:57:22Z,55114,2463764,753956,1235896,473912,365149,144,49,47,48,114,3829,194.836,2561,4057,3000,0
2026-07-23T22:57:53Z,55145,2463764,753956,1235896,473912,381533,144,49,47,48,114,3831,194.944,2553,4067,3000,0
2026-07-23T22:58:24Z,55176,2463764,753956,1235896,473912,500317,144,49,47,48,114,3832,195.013,2613,4159,3000,0
2026-07-23T22:58:56Z,55208,2463764,753956,1235896,473912,432733,144,49,47,48,114,3833,195.062,2515,3941,3000,0
2026-07-23T22:59:27Z,55239,2463764,753956,1235896,473912,367197,144,49,47,48,114,3834,195.113,2569,4005,3000,0
2026-07-23T22:59:58Z,55270,2463764,753956,1235896,473912,383581,144,49,47,48,114,3835,195.166,2687,4283,3000,0
2026-07-23T23:00:30Z,55302,2463764,753956,1235896,473912,365149,144,49,47,48,114,3836,195.212,2571,4179,3000,0
2026-07-23T23:01:01Z,55333,2463764,753956,1235896,473912,379485,144,49,47,48,114,3837,195.275,2789,4363,3000,0
2026-07-23T23:01:32Z,55364,2463764,753956,1235896,473912,387677,144,49,47,48,114,3838,195.336,3207,4911,3000,0
2026-07-23T23:02:04Z,55396,2463764,753956,1235896,473912,438877,144,49,47,48,114,3840,195.453,2855,4639,3000,0
2026-07-23T23:02:35Z,55427,2463764,753956,1235896,473912,381533,144,49,47,48,114,3841,195.508,3155,4867,3000,0
2026-07-23T23:03:07Z,55459,2463764,753956,1235896,473912,389725,144,49,47,48,114,3842,195.570,2865,4439,3000,0
2026-07-23T23:03:38Z,55490,2463764,753956,1235896,473912,436829,144,49,47,48,114,3843,195.634,2855,4911,3000,0
2026-07-23T23:04:09Z,55521,2463764,753956,1235896,473912,428637,144,49,47,48,114,3844,195.685,2767,4303,3000,0
2026-07-23T23:04:41Z,55553,2463764,753956,1235896,473912,379485,144,49,47,48,114,3845,195.743,2837,4491,3000,0
2026-07-23T23:05:12Z,55584,2463764,753956,1235896,473912,381533,144,49,47,48,114,3846,195.812,2931,4619,3000,0
2026-07-23T23:05:43Z,55615,2463764,753956,1235896,473912,580189,144,49,47,48,114,3847,195.890,2553,4475,3000,0
2026-07-23T23:06:15Z,55647,2463764,753956,1235896,473912,385629,144,49,47,48,114,3848,195.940,2747,4327,3000,0
2026-07-23T23:06:46Z,55678,2463764,753956,1235896,473912,379485,144,49,47,48,114,3849,195.993,3023,4655,3000,0
2026-07-23T23:07:18Z,55710,2463764,753956,1235896,473912,502365,144,49,47,48,114,3851,196.099,2767,4611,3000,0
2026-07-23T23:07:49Z,55741,2463764,753956,1235896,473912,375389,144,49,47,48,114,3852,196.157,2791,4387,3000,0
2026-07-23T23:08:20Z,55772,2463764,753956,1235896,473912,373341,144,49,47,48,114,3853,196.217,2907,4443,3000,0
2026-07-23T23:08:52Z,55804,2463764,753956,1235896,473912,447069,144,49,47,48,114,3854,196.270,2971,4571,3000,0
2026-07-23T23:09:23Z,55835,2463764,753956,1235896,473912,434781,144,49,47,48,114,3855,196.322,3085,4571,3000,0
2026-07-23T23:09:55Z,55867,2463764,753956,1235896,473912,389725,144,49,47,48,114,3856,196.383,3089,4843,3000,0
2026-07-23T23:10:26Z,55898,2463764,753956,1235896,473912,379485,144,49,47,48,114,3857,196.447,3253,5019,3000,0
2026-07-23T23:10:57Z,55929,2463764,753956,1235896,473912,453214,144,49,47,48,114,3859,196.561,3251,5091,3000,0
2026-07-23T23:11:29Z,55961,2463764,753956,1235896,473912,381534,144,49,47,48,114,3860,196.621,3107,4827,3000,0
2026-07-23T23:12:00Z,55992,2463764,753956,1235896,473912,389726,144,49,47,48,114,3861,196.676,3113,4667,3000,0
2026-07-23T23:12:31Z,56023,2463764,753956,1235896,473912,514654,144,49,47,48,114,3862,196.737,3251,4931,3000,0
2026-07-23T23:13:03Z,56055,2463764,753956,1235896,473912,379486,144,49,47,48,114,3863,196.793,3161,4831,3000,0
2026-07-23T23:13:34Z,56086,2463764,753956,1235896,473912,385630,144,49,47,48,114,3864,196.850,2997,4475,3000,0
2026-07-23T23:14:06Z,56118,2463764,753956,1235896,473912,516702,144,49,47,48,114,3865,196.907,3157,4831,3000,0
2026-07-23T23:14:37Z,56149,2463764,753956,1235896,473912,510558,144,49,47,48,114,3867,197.023,2999,4363,3000,0
2026-07-23T23:15:08Z,56180,2463764,753956,1235896,473912,377438,144,49,47,48,114,3868,197.084,3207,4815,3000,0
2026-07-23T23:15:40Z,56212,2463764,753956,1235896,473912,385630,144,49,47,48,114,3869,197.142,3047,4919,3000,0
2026-07-23T23:16:11Z,56243,2463764,753956,1235896,473912,442974,144,49,47,48,114,3870,197.197,3159,5323,3000,0
2026-07-23T23:16:43Z,56275,2463764,753956,1235896,473912,387678,144,49,47,48,114,3871,197.255,3307,5111,3000,0
2026-07-23T23:17:14Z,56306,2463764,753956,1235896,473912,391774,144,49,47,48,114,3872,197.317,3273,5403,3000,0
2026-07-23T23:17:45Z,56337,2463764,753956,1235896,473912,379486,144,49,47,48,114,3873,197.380,3253,5127,3000,0
2026-07-23T23:18:17Z,56369,2463764,753956,1235896,473912,393822,144,49,47,48,114,3874,197.435,3185,4847,3000,0
2026-07-23T23:18:48Z,56400,2463764,753956,1235896,473912,391774,144,49,47,48,114,3876,197.563,3221,4959,3000,0
2026-07-23T23:19:19Z,56431,2463764,753956,1235896,473912,512606,144,49,47,48,114,3877,197.624,3197,4859,3000,0
2026-07-23T23:19:51Z,56463,2463764,753956,1235896,473912,432734,144,49,47,48,114,3878,197.682,3121,4731,3000,0
2026-07-23T23:20:22Z,56494,2463764,753956,1235896,473912,385630,144,49,47,48,114,3879,197.740,3371,5287,3000,0
2026-07-23T23:20:54Z,56526,2463764,753956,1235896,473912,383582,144,49,47,48,114,3880,197.792,3445,5207,3000,0
2026-07-23T23:21:25Z,56557,2463764,753956,1235896,473912,436830,144,49,47,48,114,3881,197.847,3193,5383,3000,0
2026-07-23T23:21:57Z,56589,2463764,753956,1235896,473912,377438,144,49,47,48,114,3882,197.906,3201,5343,3000,0
2026-07-23T23:22:28Z,56620,2463764,753956,1235896,473912,397918,144,49,47,48,114,3883,197.967,3457,5107,3000,0
2026-07-23T23:22:59Z,56651,2463764,753956,1235896,473912,445022,144,49,47,48,114,3885,198.091,3203,5159,3000,0
2026-07-23T23:23:31Z,56683,2463764,753956,1235896,473912,387678,144,49,47,48,114,3886,198.159,3195,4891,3000,0
2026-07-23T23:24:02Z,56714,2463764,753956,1235896,473912,391774,144,49,47,48,114,3887,198.218,3333,5151,3000,0
2026-07-23T23:24:34Z,56746,2463784,753956,1235916,473912,457329,144,49,47,48,114,3888,198.280,3335,5123,3000,0
2026-07-23T23:25:05Z,56777,2463784,753956,1235916,473912,453233,144,49,47,48,114,3889,198.336,2987,4687,3000,0
2026-07-23T23:25:36Z,56808,2463784,753956,1235916,473912,389745,144,49,47,48,114,3890,198.392,3179,4971,3000,0
2026-07-23T23:26:08Z,56840,2463784,753956,1235916,473912,387697,144,49,47,48,114,3891,198.456,3461,5479,3000,0
2026-07-23T23:26:39Z,56871,2463784,753956,1235916,473912,510577,144,49,47,48,114,3892,198.519,3019,4851,3000,0
2026-07-23T23:27:11Z,56903,2463784,753956,1235916,473912,365169,144,49,47,48,114,3893,198.573,3203,5083,3000,0
2026-07-23T23:27:42Z,56934,2463784,753956,1235916,473912,379505,144,49,47,48,114,3894,198.630,3451,5103,3000,0
2026-07-23T23:28:13Z,56965,2463784,753956,1235916,473912,457329,144,49,47,48,114,3896,198.736,3059,4939,3000,0
2026-07-23T23:28:45Z,56997,2463784,753956,1235916,473912,383601,144,49,47,48,114,3897,198.800,3089,4671,3000,0
